Source,Target,Weight
risk management,the internet,6
cyberwarfare,law,11
cyberwarfare,political science,12
cyberwarfare,politics,4
economics,economy,26
economics,geography,46
economics,geopolitics,8
economics,regional science,5
economy,law,10
economy,political science,12
economy,politics,5
geography,regional science,8
geopolitics,law,12
geopolitics,political science,12
geopolitics,politics,12
law,regional science,4
political science,regional science,9
artificial intelligence,convolutional neural network,37
artificial intelligence,transfer of learning,10
computer science,convolutional neural network,37
computer science,transfer of learning,10
convolutional neural network,deep learning,26
convolutional neural network,machine learning,32
convolutional neural network,transfer of learning,3
deep learning,transfer of learning,6
machine learning,transfer of learning,9
artificial intelligence,cognitive science,36
cognitive science,computer science,46
cognitive science,data science,15
cognitive science,management science,7
cognitive science,psychology,44
blockchain,cryptocurrency,21
blockchain,smart contract,35
computer science,cryptocurrency,31
computer science,smart contract,35
computer security,cryptocurrency,31
computer security,smart contract,35
cryptocurrency,smart contract,7
business,electricity market,5
business,operations research,16
computer science,electricity,31
computer science,electricity market,4
economics,electricity market,6
economics,scale (ratio),12
economics,stakeholder,12
electrical engineering,electricity market,6
electrical engineering,management,7
electrical engineering,stakeholder,3
electricity,electricity market,6
electricity,management,4
electricity,risk analysis (engineering),8
electricity market,engineering,6
electricity market,physics,5
electricity market,quantum mechanics,5
engineering,management,50
engineering,stakeholder,19
management,operations research,3
management,process management,9
management,risk analysis (engineering),11
management,stakeholder,6
management science,physics,15
management science,quantum mechanics,10
management science,risk analysis (engineering),41
management science,stakeholder,11
operations research,physics,6
operations research,process management,4
operations research,quantum mechanics,4
operations research,risk analysis (engineering),12
operations research,scale (ratio),4
physics,process management,13
process management,quantum mechanics,4
process management,stakeholder,9
risk analysis (engineering),scale (ratio),6
risk analysis (engineering),stakeholder,5
business,developing country,11
business,disease,47
business,environmental health,17
business,gerontology,5
computer science,developing country,12
computer science,environmental health,35
computer science,gerontology,9
developing country,economic growth,16
developing country,economics,17
developing country,medicine,7
developing country,pathology,3
developing country,world wide web,7
disease,environmental health,7
disease,world wide web,17
economic growth,environmental health,10
economic growth,gerontology,3
economics,environmental health,11
economics,gerontology,4
environmental health,gerontology,7
environmental health,medicine,50
environmental health,pathology,19
environmental health,world wide web,6
gerontology,medicine,14
gerontology,pathology,7
medicine,preprint,3
computer science,covert,10
computer security,covert,7
covert,engineering,4
covert,internet privacy,4
covert,linguistics,10
covert,malware,4
covert,philosophy,10
engineering,malware,12
linguistics,malware,14
malware,philosophy,15
botany,deep learning,10
botany,machine learning,29
deep learning,engineering,19
deep learning,management science,4
deep learning,taxonomy (biology),4
field (mathematics),software deployment,11
machine learning,management science,15
machine learning,taxonomy (biology),10
management science,software deployment,8
mathematics,software deployment,18
pure mathematics,software deployment,10
asset (computer security),biology,4
asset (computer security),data science,7
asset (computer security),hacker,3
asset (computer security),the internet,3
asset (computer security),world wide web,5
biology,drone,34
biology,genetics,74
biology,hacker,6
biology,honeypot,3
biology,scope (computer science),17
botany,genetics,4
botany,honeypot,3
botany,scope (computer science),7
botany,the internet,12
computer science,drone,33
computer science,genetics,60
computer science,honeypot,9
computer security,drone,25
computer security,genetics,27
computer security,honeypot,9
computer security,scope (computer science),37
data science,drone,6
data science,genetics,18
data science,honeypot,3
data science,scope (computer science),32
drone,genetics,34
drone,programming language,4
drone,the internet,10
drone,world wide web,15
genetics,programming language,7
genetics,the internet,10
genetics,world wide web,20
hacker,programming language,7
hacker,scope (computer science),3
honeypot,taxonomy (biology),3
honeypot,the internet,4
honeypot,world wide web,4
programming language,taxonomy (biology),7
scope (computer science),the internet,9
scope (computer science),world wide web,20
taxonomy (biology),the internet,4
taxonomy (biology),world wide web,11
accounting,marketing,18
business,data breach,47
data breach,economics,9
data breach,marketing,8
economics,law and economics,35
internet privacy,law and economics,11
law and economics,marketing,3
application layer,computer science,8
application layer,computer security,7
application layer,engineering,4
application layer,internet of things,4
application layer,operating system,7
application layer,software deployment,6
computer security,efficient energy use,10
cryptography,electrical engineering,6
cryptography,software deployment,5
efficient energy use,internet of things,5
efficient energy use,operating system,8
efficient energy use,software deployment,3
electrical engineering,internet of things,15
electrical engineering,operating system,57
engineering,internet of things,92
aerospace engineering,differential (mechanical device),4
aerospace engineering,differential privacy,3
aerospace engineering,federated learning,3
aerospace engineering,internet privacy,9
