Id,Frequency
Yana Hasson,1
Karel Lenc,2
Arthur Mensch,1
Katie Millican,1
Malcolm Reynolds,1
Roman Ring,2
Eliza Rutherford,1
Serkan Cabi,1
Tengda Han,1
Zhitao Gong,1
Sina Samangooei,1
Marianne Monteiro,1
Jacob Menick,1
Sebastian Borgeaud,1
Andrew Brock,1
Aida Nematzadeh,1
Sahand Sharifzadeh,1
Mikołaj Bińkowski,1
Ricardo Barreira,1
Oriol Vinyals,1
Andrew Zisserman,1
Karen Simonyan,1
Diala Haykal,1
Simon Coghlan,1
Tim Miller,2
Jeannie Paterson,1
Lina Zhou,1
Shimei Pan,1
Jianwu Wang,1
M. V. Kibakin,1
Ali Ahsan,1
Claire Davison,1
Fatima Alzaabi,1
Abid Mehmood,5
Jannat Ara,1
Sridhar Ghodke,1
Jasmin Akter,1
Ashutosh Roy,1
Marina Micheli,1
Marisa Ponti,1
Max Craglia,1
Anna Berti Suman,1
Ke Wang,2
Yafei Zhao,1
Rajan Kumar Gangadhari,1
Zhixing Li,1
Sayed Ibrahim Ali,1
Mostafa Shaban,2
Aristeidis Farao,1
Georgios Paparis,1
Sakshyam Panda,3
Apostolis Zarras,1
Christos Xenakis,1
Xuefei Yin,2
Yanming Zhu,1
Mohammed Amin Almaiah,7
Aitizaz Ali,7
Muhammad Fermi Pasha,3
Manal Abdullah Alohali,1
Jan Clusmann,1
Fiona R. Kolbinger,1
Hannah Sophie Muti,1
Zunamys I. Carrero,1
Jan‐Niklas Eckardt,1
Narmin Ghaffari Laleh,1
Chiara Maria Lavinia Löffler,1
Sophie-Caroline Schwarzkopf,1
Michaela Unger,1
Gregory Patrick Veldhuizen,1
Sophia J. Wagner,1
Jakob Nikolas Kather,1
Benjamin Greene,1
Sharon L. Burton,1
Damilola Oluwaseun Ogundipe,3
Philip Olaseni Shoetan,3
Olukunle Oladipupo Amoo,6
Enyinaya Stefano Okafor,2
Oluwabukunmi Latifat Olorunfemi,1
Fabian Reuschling,2
Nils Carstengerdes,2
Tim H. Stelkens-Kobsch,2
Kelly Burke,2
Thomas Oudin,1
Meilin Schaper,1
Filipe Apolinário,1
Isabel Praça,3
Leonidas Perlepes,1
Fernando Huamani-Sotelo,1
Kevin Cruzado-León,1
Franklin Córdova-Buiza,1
Valerio Ticona-Apaza,1
Olger Gutiérrez-Aguilar,1
Matthew Moy de Vitry,1
Mariane Yvonne Schneider,1
Omar Wani,1
Liliane Manny,1
João P. Leitão,1
Sven Eggimann,1
Avishek Choudhury,3
Hamid Shamszare,1
Zhang Wenhua,1
Taj-Aldeen Naser Abdali,1
Syed Talib Abbas Jafri,1
Quang Ngọc Nguyễn,1
Bertalan Meskó,1
Eric J. Topol,1
Babu George,1
Ontario S. Wooden,1
Carl J. Dahlman,1
Sam Mealy,1
Martin Wermelinger,1
Jessie S. Barrot,1
P Sandeep Kumar Reddy,1
M Sri Raghavendra,1
Tilakachuri Balakrishna,1
Sana Hafeez,1
Ahsan Raza Khan,1
Mohammad Al-Quraan,1
Lina Mohjazi,1
Ahmed Zoha,1
Muhammad Ali Imran,3
Yao Sun,1
Andrew Chi-Chih Yao,1
Yunlei Zhao,1
Amanda Zeta Henry,1
Ahmad Fateh Mohamad Nor,1
M Harish,1
M. Keerthana,1
M. Dhamini,1
K. Rama Krishna,1
N. Subrahmanyam,1
G. Shankara Bhaskara Rao,1
Xingjian Xu,1
Fanjun Meng,1
Yan Gou,1
Jessica Sutherns,1
Getnet Bogale Fanta,1
Dipalee D. Rane Chaudhari,1
Vaishali Kolhe,1
Arti Ajay Utikar,1
Pradnesh Ramesh Padave,1
Mukesh Soni,1
Amel Karaa,1
Laura E. MacMullen,1
John C. Campbell,1
John Christodoulou,1
Bruce H. Cohen,1
Thomas Klopstock,1
Yasutoshi Koga,1
Costanza Lamperti,1
Rob van Maanen,1
Robert McFarland,1
Sumit Parikh,1
Shamima Rahman,1
Fernando Scaglia,1
Alexander Sherman,1
Philip E. Yeske,1
Marni J. Falk,1
Inam Ullah Khan,1
Mariya Ouaissa,1
Mariyam Ouaissa,1
Sarah El Himer,1
Ahmed M. Elkhatat,1
Khaled Elsaid,1
Saeed Al‐Meer,1
Leen Mohammad Saqr,1
Leen Ahmad Al-Rawwash,1
Layan Ahmed Altellawi,1
Romel Al-Ali,1
Omar Almomani,1
Bhavani Thuraisingham,1
Budi Legowo,1
Farida Nurhasanah,1
Kundharu Saddhono,1
Veronika Ika Budiastuti,1
Artono Dwijo Sutomo,1
Tri Murwaningsih,1
Segun Akinola,1
Raed Awashreh,1
Maqsood Mahmud,1
Ghayur Ahmad,1
Zahra Afridi,1
Evangelia Katsoulakis,1
Qi Wang,2
Huanmei Wu,1
Leili Shahriyari,1
R. Fletcher,1
Jinwei Liu,1
Luke E. K. Achenie,1
Hongfang Liu,2
Pamela Jackson,1
Ying Xiao,1
Tanveer Syeda-Mahmood,1
Richard Tuli,1
Jun Deng,1
Nupur Kaushik,1
Vinay Bhardwaj,1
Harwant Singh Arri,1
Eustace Nowell,1
Sameera Gallus,1
Humaid Al Naqbi,1
Zied Bahroun,1
Vian Ahmed,1
Heesup Han,1
Muhammad Mansoor Alam,1
Mohd. Khairul Rehmat,1
Marcelo Arraño-Muñoz,1
Antonio Ariza‐Montes,1
CC Task Force,1
Michael Mylrea,2
Nikki Robinson,1
Olufemi A. Omitaomu,1
Haoran Niu,1
Shafaq Khan,1
Faiza Loukil,2
Chirine Ghédira,1
Elhadj Benkhelifa,1
Anoud Bani-Hani,1
Frank F. Xu,1
Uri Alon,1
Graham Neubig,1
Vincent J. Hellendoorn,1
Ajay Tiwari,1
M. Masilamani,1
T. Rao,1
Sharmila Zope,1
S. Deepak,1
L. Karthick,1
Shoujin Wang,1
Xiuzhen Zhang,1
Yan Wang,2
Francesco Ricci⋆,1
Dinesh Deckker,1
Subhashini Sumanasekara,1
Alexander J. Ryu,1
Dale R. Magnuson,1
Thomas C. Kingsley,1
Julio Hernández-Castro,2
Konstantinos Papachristou,1
Paraskevi Katsakiori,1
Panagiotis Papadimitroulas,1
Lidia Strigari,1
George C. Kagadis,2
Patricia Williams,1
Andrew Woodward,1
W. Holmes,2
Kaśka Porayska‐Pomsta,2
Ken Holstein,1
Emma Sutherland,1
Toby T. Baker,1
Olga C. Santos,1
Ma. Mercedes T. Rodrigo,1
Mutlu Cukurova,3
Ig Ibert Bittencourt,1
Kenneth R. Koedinger,1
Muhammad Mujtaba Asad,1
Shafaque Shahzad,1
Syed Hassan Ali Shah,1
Fahad Sherwani,1
Norah Almusharraf,2
Sara Abdulhameed Aljudaibi,1
Yusuff Jelili Amuda,1
Andrew Churcher,1
Rehmat Ullah,1
Jawad Ahmad,1
Sadaqat Ur Rehman,2
Fawad Masood,1
Mandar Gogate,1
Fehaid Alqahtani,1
Boubakr Nour,1
William J. Buchanan,6
Fang Liu,2
Demosthenes B. Panagiotakos,1
Mauro Giuffrè,1
Dennis Shung,1
Vasiliki Demertzi,2
Stavros Demertzis,2
Konstantinos Demertzis,2
Khanyisile Yanela Twabu,1
Mathabo Nakene-Mginqi,1
David De Roure,10
Uchenna Ani,3
Nitasha Sahani,1
Ruoxi Zhu,1
Chen‐Ching Liu,2
Muktar Yahuza,1
Mohd Yamani Idna Idris,1
Ismail Ahmedy,1
Ainuddin Wahid Abdul Wahab,2
Tarak Nandy,1
Noorzaily Mohamed Noor,1
Abubakar Bala,1
Serhii Yevseiev,1
Maksym Tolkachov,1
Darshan Shetty,1
Vladyslav Khvostenko,2
Anna Strelnikova,1
Stanislav Milevskyi,1
Sergii Golovashych,1
Przemysław Bereziński,1
Bartosz Jasiul,1
Marcin Szpyrka,1
Milena Vučinić,2
Radoica Luburić,2
Natalia Bayona,1
Hernan Epstein,1
Dirk Glaesser,1
Aleli Rosario,1
Reza Vaez‐Zadeh,1
Eric Van Zant,1
B,1
A Babu,1
M Brezina,1
A Chuenniran,1
A Sattaburuth,1
P Chow,1
Y De Montjoye,1
L Radaelli,1
V Singh,1
A Pentland,1
M Epler Wood,1
M Milstein,1
K Ahamed-Broadhurst,1
B Faber,1
C Gaubert,1
A Garg,1
M Gauche,1
M Ghotkar,1
P Rokde,1
F Johns,1
C Compton,1
W Wobcke,1
L Kihara,1
J Lee,1
M Kang,1
P Lee,1
J Lim,1
K Matthews,1
A Min,1
D Muse,1
J Myers,1
K Whiting,1
Phuket The,1
News,1
E Russel,1
M Parsons,1
E Saluveer,1
A Sharon,1
R Shuman,1
F Paramita,1
K Stock,1
H Guesgen,1
D Svantesson,1
M Sweeney,1
J lvarez,1
K Tanaka,1
T Tay,1
C Taylor,1
S Thompson,1
C Warzel,1
J Tidy,1
W Van Panhuis,1
P Paul,1
C Emerson,1
J Grefenstette,1
R Wilder,1
A Herbst,1
D Heymann,1
D Burke,1
I Widjaya,1
D Winder,1
D Worrachaddejchai,1
Y Yee,1
Yan Chen,1
Pouyan Esmaeilzadeh,1
Reeshad S. Dalal,1
David Howard,1
Stephen J. Zaccaro,1
Bradley J. Brummel,1
Gowrisankara Rao Bagadi,1
Yesu Babu Adimulam,1
Andrea Coravos,3
Jennifer C. Goldsack,2
Daniel R. Karlin,1
Camille Nebeker,1
Eric Perakslis,2
Noah Zimmerman,1
Michael Kelley Erb,1
Jesudhas Yogarajah,1
Gahangir Hossain,1
Daniel L. Mpolomoka,1
Zibo Wang,1
Haichao Ji,1
Yifei Zhu,1
Dan Wang,1
World Bank,1
Government of Vietnam,1
Linlin Wang,1
Tianqing Zhu,3
Wanlei Zhou,3
Philip S. Yu,5
Omar Ibrahim Obaid,1
Saba Abdulbaqi Salman,1
Ruchitha Mallipeddi,1
Chris Schaaf,1
Mahadevan Subramaniam,1
Abhishek Parakh,1
Sherri Weitl-Harms,2
Rozita Dara,2
Seyed Mehdi Hazrati Fard,1
Jasmin Kaur,1
Jinrun Jia,1
Shiqiao Zhao,1
Gabriela Ahmadi‐Assalemi,1
Haider Al‐Khateeb,1
Wasim Fathima Shah,1
Seema Yelne,1
Minakshi Chaudhary,1
Karishma Dod,1
Akhtaribano Sayyad,1
Ranjana Sharma,1
Ping Yu,1
Hua Xu,1
Xia Hu,1
Chao Deng,1
Karim Lekadir,1
Alejandro F. Frangi,1
Antonio R. Porras,1
Ben Glocker,2
Celia Cintas,1
Curtis P. Langlotz,1
Eva Weicken,1
Folkert W. Asselbergs,2
Fred Prior,2
Gary S. Collins,1
Gianna Tsakou,1
Irène Buvat,1
Jayashree Kalpathy-Cramer,1
John Mongan,1
Julia A. Schnabel,1
Kaisar Kushibar,1
Katrine Riklund,1
Kostas Marias,1
Lameck Mbangula Amugongo,1
Lauren A. Fromont,2
Lena Maier-Hein,1
Leonor Cerdá-Alberich,1
Luis Martí‐Bonmatí,2
Maciej Bobowicz,1
Mahsa Shabani,3
Manolis Tsiknakis,1
María A. Zuluaga,1
Marie-Christine Fritzsche,2
Marina Camacho,1
Marius George Linguraru,1
Markus Wenzel,1
Marleen de Bruijne,1
Martin G. Tolsgaard,1
Melanie Goisauf,2
Mónica Cano Abadía,1
Nikolaos Papanikolaou,1
Noussair Lazrak,1
Oriol Pujol,1
Richard Osuala,1
Sandy Napel,2
Sara Colantonio,1
Smriti Joshi,1
Stefan Klein,1
Susanna Aussó,1
Wendy Rogers,1
Zohaib Salahuddin,1
Martijn P. A. Starmans,1
Baptiste Rozière,1
Jonas Gehring,1
Fabian Gloeckle,1
Sten Sootla,1
Itai Gat,1
Xiaoqing Ellen Tan,1
Yossi Adi,1
Jingyu Liu,1
"Sauvestre, Romain",1
Tal Remez,1
Jérémy Rapin,1
Artyom Kozhevnikov,1
Ivan Evtimov,1
Joanna Bitton,1
Manish Bhatt,1
Cristian Canton Ferrer,1
Aaron Grattafiori,1
Wenhan Xiong,1
Alexandre Défossez,1
Jade Copet,1
Faisal Azhar,1
Hugo Touvron,1
Louis Martin,1
Nicolas Usunier,1
Thomas Scialom,1
Gabriel Synnaeve,1
Zhenxiang Chen,1
Elham Tabassi,1
Zoe M. King,1
Diane S. Henshel,1
Liberty Flora,1
Mariana G. Cains,1
Blaine Hoffman,2
Char Sample,2
Mohamed Fathy,1
Moatz M. Bahgat,1
Ayman Yehia,1
Răzvan Nicolescu,2
Pawan Budhwar,1
Herman Aguinis,1
Greg J. Bamber,1
Jose R. Beltran,1
Paul Boselie,1
Fang Lee Cooke,1
Stephanie Decker,2
Angelo S. DeNisi,1
Prasanta Kumar Dey,1
David Guest,1
Andrew J. Knoblich,1
Ashish Malik,1
Jaap Paauwe,1
Charmi Patel,1
Vijay Pereira,1
Shuang Ren,2
Steven G. Rogelberg,1
Mark N. K. Saunders,1
Rosalie L. Tung,1
Arup Varma,1
Mohammad Al Khaldy,1
Youcef Gheraibia,1
Harry Moongela,1
Thembekile Mayayise,1
Adithya Thaduri,1
Mustafa Aljumaili,1
Ravdeep Kour,1
Ramin Karim,1
Bikram Pratim Bhuyan,1
Amar Ramdane-Chérif,1
Thipendra P. Singh,1
Ravi Tomar,1
Gloria González Fuster,1
Lina Jasmontaite,1
Afidah Sapari,1
Siti Anis Nadia binti Abu Bakar,1
Vani Tanggamani,1
Alysa Ziying Tan,1
Lizhen Cui,1
Qiang Yang,5
Alexander Haastrup,1
Muhammad Hataba,1
Ahmed Sherif,1
Mohamed Elsersy,1
Rucha Shinde,1
Shruti Patil,1
Kirti Ruikar,1
Willie Moore,1
Li-Shiang Tsay,1
Qi Liu,2
Amita Joshi,1
Joseph F. Standing,1
Piet H. van der Graaf,1
P.M. Mohan,1
S. Aravind,1
FNU Antara,1
Dr Satendra Pal Singh,1
Om Goel,1
S. K. Jain,1
Onur Asan,2
Baljash Cheema,1
Jonathan Hourmozdi,1
Adrienne Kline,1
Faraz S. Ahmad,1
Rohan Khera,1
Michael Kistler,1
Serena Bonaretti,1
Marcel Pfahrer,1
Roman Niklaus,1
Philippe Büchler,1
Vitalii Kruhlov,1
Діна Терещенко,1
Marek Deja,1
Dorota Rak,1
Brigitte Bell,1
Mortaza S. Bargh,2
Sunil Choenni,2
Nataliia Dziubanovska,1
Ivan Tsegelnyy,1
Wenbo Wang,2
Dinh Thai Hoang,2
Peizhao Hu,1
Zehui Xiong,3
Ping Wang,3
Yonggang Wen,1
Dong In Kim,2
Parliamentary Office of Science and Technology,1
Lorna Christie,1
Stephanie Cousins,1
An‐Tian Chen,1
Yuhui Zhang,1
Jian Zhang,1
Daniel Belanche,1
Russell W. Belk,1
Luis V. Casaló,1
Naeem Syed,1
Syed Wajid Ali Shah,1
Arash Shaghaghi,1
Adnan Anwar,3
Robin Doss,3
Senthil Kumar Jagatheesaperumal,5
Rukhsana Ruby,1
Zhaohui Yang,1
Chunmei Xu,1
Zhaoyang Zhang,1
Declan Humphreys,1
Abigail Koay,1
Dennis Desmond,1
Erica Mealy,1
Chris L. Greer,3
David A. Wollman,4
Dean E. Prochaska,1
Paul A. Boynton,1
Jeffrey A. Mazer,1
Cuong Nguyen,2
Gerald J. FitzPatrick,1
Thomas L. Nelson,1
Galen H. Koepke,1
Allen R. Hefner,1
Victoria Pillitteri,1
Tanya L. Brewer,1
Nada Golmie,1
David H. Su,1
Allan Eustis,1
David G. Holmberg,1
Steven T. Bushby,1
P. Savaridassan,1
Swapnil Lohani,1
H. M. Sen Gupta,1
Chamitha de Alwis,2
Anshuman Kalla,1
Kapal Dev,4
Latifah Hamdan Alghamdi,1
Talal Musaed Alghizzi,1
Longbing Cao,3
Ratun Rahman,1
T. Guhan,1
Margaret Mary. T,1
Shaheena K V,1
YiTing Liu,1
Shuai Zhang,1
Ilona Kickbusch,1
Dario Piselli,1
Anurag Agrawal,1
Ran D. Balicer,1
Olivia Banner,1
M Adelhardt,1
Emanuele Capobianco,1
Christopher Fabian,1
Amandeep S. Gill,1
Deborah Lupton,3
Rohinton Medhora,1
Njide Ndili,1
Andrzej Ryś,1
Nanjira Sambuli,1
Dykki Settle,1
Soumya Swaminathan,1
Jeanette Vega Morales,1
Miranda Wolpert,1
Andrew Wyckoff,1
Lan Xue,1
Aferdita Bytyqi,1
Christian Franz,1
Whitney Gray,1
Louise Holly,1
Micaela Neumann,1
Lipsa Panda,1
Robert D. Smith,1
Enow Awah Georges Stevens,1
Brian Li Han Wong,2
Brandon Stretton,2
Joshua G. Kovoor,2
Aashray Gupta,2
Lewis Hains,1
Stephen Bacchi,2
Bianca Wong,1
Patrick G. O’Callaghan,1
Savio George Barreto,1
Thomas J. Hugh,1
Elizabeth J. Murphy,1
Markus Trochsler,1
Robert Padbury,1
Mark Boyd,1
Guy J. Maddern,2
Markus Goldstein,1
Seiichi Uchida,1
Jang Ho Yun,1
In Hyun Cho,1
Kyung Ho Lee,1
Marion Toussaint,1
Sylvère Krima,1
Hervé Panetto,1
Koen Pauwels,1
Ladipo Fagbola,1
Zhixiong Wu,1
Feiping Liu,1
Umar Khalid,1
Iqbal Hasan,1
Saeed Vahidian,1
Jing Hua,1
Chen Chen,2
Hongyi Zhu,1
Kai Li,1
Dan J. Kim,1
Karl R. Lang,1
Robert J. Kauffman,1
Maurizio Naldi,1
Stanislav Ivanov,1
Mohammad Soliman,1
Aarni Tuomi,1
Nasser Alhamar Alkathiri,1
Alamir N. Al-Alawi,1
DEEPA CHODANKAR,1
Arun Bhatt,2
Sanish Davis,1
Al‐Sakib Khan Pathan,1
Oleksiy Melnyk,1
Svitlana Onyshchenko,1
Олег Онищенко,1
Oleh Lohinov,1
Valentyna Ocheretna,1
Mr. Shahzad Ahmad Bhat,1
Bilal Ahmad Sheikh,1
Michael Lang,1
Lena Connolly,1
Phillip J. Corner,1
Maduhu Mshangi,1
Edephonce Ngemera Nfuka,1
Camilius Sanga,1
Fran Casino,2
Thomas K. Dasaklis,1
Γεώργιος Σπαθούλας,1
Μάριος Αναγνωστόπουλος,1
Amrita Ghosal,1
Istvan Mate Borocz,1
Agustí Solanas,3
Constantinos Patsakis,4
Bertie Vidgen,1
Leon Derczynski,1
Yaw Amoah-Yeboah,1
Mason A. Porter,1
Jamsher Bhanbhro,1
Clement Daah,1
Amna Qureshi,1
Irfan Awan,2
Savas Konur,1
Vineeta Nikhil,1
R Annamalai,1
Senthil Jayapal,1
Abdulsamad Al-Marghilani,1
Danuta M. Sampson,1
David D. Sampson,1
Bandar Alotaibi,1
Gabriela Zeller,2
Matthias Scherer,2
M. Kiruthika,1
Abhishek Kumar,1
Lalitha Krishnasamy,1
S. Velliangiri,1
G.A. PARSHUTINA,1
S.M. KAMALETDINOVA,1
Panagiotis Trakadas,2
Pieter Simoens,1
Panagiotis K. Gkonis,1
Lambros Sarakis,1
Angelos Angelopoulos,2
Alfonso P. Ramallo-González,1
Christos Trochoutsos,1
Daniel Calvο,1
Tomás Pariente Lobo,1
Keshav Chintamani,1
Izaskun Fernández,1
Aitor Arnáiz,1
Josiane Xavier Parreira,1
Pierluigi Petrali,1
Helen C. Leligou,1
Panagiotis Karkazis,1
Abdul Karim,1
Mobeen Shahroz,2
Khabib Mustofa,1
Samir Brahim Belhaouari,1
S Ramana Kumar Joga,1
Zuheir N. Khlaif,1
Allam Mousa,1
Muayad K. Hattab,1
Jamil Itmazi,1
A. Hassan,1
Mageswaran Sanmugam,1
Abed Alkarim Ayyoub,1
Saad Khan,1
Yongrui Qin,1
Jyoti Nangalia,1
Charles Massie,1
E. Joanna Baxter,1
Francesca Nice,1
Gunes Gundem,1
David C. Wedge,1
Edward Avezov,1
J. Li,1
Karoline Kollmann,1
David G. Kent,1
Aziz Aziz,1
Anna L. Godfrey,1
Jonathan Hinton,1
Iñigo Martincorena,1
Peter Van Loo,1
Amy V. Jones,1
Paola Guglielmelli,1
Patrick Tarpey,1
Heather P. Harding,1
John D. Fitzpatrick,1
Calum T Goudie,1
Christina A. Ortmann,1
Stephen J. Loughran,1
Keiran Raine,1
Daniel Jones,1
Adam P. Butler,1
Jon W. Teague,1
Sarah O’Meara,1
Stuart McLaren,1
Michele Leonardo Bianchi,1
Yvonne Silber,1
D. Dimitropoulou,1
David Bloxham,1
Laura Mudie,1
Mark Maddison,1
Ben Robinson,1
Clodagh Keohane,1
Cathy MacLean,1
Kate Hill,1
Kim Orchard,1
Sheral Raina Tauro,1
Ming‐Qing Du,1
Mel Greaves,1
David Bowen,1
Brian J.P. Huntly,1
Claire Harrison,1
Nicholas C.P. Cross,1
David Ron,1
Alessandro M. Vannucchi,1
Elli Papaemmanuil,1
Peter J. Campbell,2
Anthony R. Green,1
Sasu Tarkoma,2
Suliman Alghnam,1
Michael D. Howell,1
Ekraam Jabier,1
Ali Marhoon,1
Ammar A. Aldair,1
Samuel Onimisi Dawodu,3
Adedolapo Omotosho,1
Odunayo Josephine Akindote,1
Sarah Kuzankah Ewuga,2
Jeffrey S. Barrett,1
Husniya Salwa,2
Ntombifuthi Burhan,1
Ernest Rahel,1
Abdulkader Hajjouz,1
Е.Ю. Авксентьева,1
Davy Preuveneers,2
Vera Rimmer,1
Ilias Tsingenopoulos,1
Jan Spooren,1
Wouter Joosen,2
Elisabeth Ilie‐Zudor,1
Maonan Wang,1
Renee Shelby,1
Shalaleh Rismani,1
Kathryn Henne,1
AJung Moon,1
Negar Rostamzadeh,2
P. O. Nicholas,1
N'Mah Yilla-Akbari,1
Jess Gallegos,1
Emilio García García,1
Gurleen Virk,1
Temitayo Oluwaseun Abrahams,7
Simon Kaggwa,3
Prisca Ugomma Uwaoma,3
Azeez Olanipekun Hassan,3
Sideeq Bello,1
Babangida Bappah,1
Nicholas R Tanet,1
Arabelle S Betzwieser,1
Aisha Ali-Gombe,1
Priyanka Kaushik,1
Abhisri Dhyani,1
Harshit Bhardwaj,1
Gaganpreet Kaur,2
Khushbu Sharma,1
Jatin Yadav,1
Arjun Chetry,1
Uzzal Sharma,1
Stefano Puntoni,1
Rebecca Walker Reczek,1
Markus Giesler,1
Simona Botti,1
Rabie Α. Ramadan,1
Bassam W. Aboshosha,1
Jalawi Sulaiman Alshudukhi,1
Abdullah J. Alzahrani,1
Ayman El‐Sayed,1
Mohamed M. Dessouky,1
Arianna Dagliati,1
Alberto Malovini,1
Valentina Tibollo,1
Riccardo Bellazzi,1
Wirda Ningsih,1
Mohamed Lahby,1
Anjali Raghav,1
Laeeq Razzak Janjua,1
Sahil Lal,1
Manmeet Kaur Arora,1
Hind Hammouch,1
Tejaskumar Pujari,1
Anshul Goel,1
Deepak Kejriwal,1
Luke Munn,1
Hafiz Ahmed,1
Amos Azaria,1
Rina Azoulay,1
Shulamit Reches,1
Isaac Kofi Nti,1
Juanita Ahia Quarcoo,1
Justice Aning,1
Godfred Kusi Fosu,1
Rajeev Kumar,5
Abhishek Pandey,1
Alka Agrawal,5
Yanyu Chen,2
Peng Zhang,2
Maged N. Kamel Boulos,1
Sakib Shahriar,1
Sonal Allana,1
Seyed Mehdi Hazratifard,1
Pravin Kumar,1
Shivangi Kashyap,1
Qinglin Yang,1
Yetong Zhao,1
Huawei Huang,3
Jiawen Kang,2
Muhammad Nouman Nafees,1
Neetesh Saxena,5
Álvaro A. Cárdenas,1
Santiago Grijalva,1
Cong Cao,1
Miaomiao Zheng,1
Linyao Ni,1
Monica Aggarwal,1
Christian Gingras,1
Raisa Deber,1
Jason LaFrance,1
Adel Alahmadi,1
Saeed Ur Rehman,1
Husain Alhazmi,1
David G. Glynn,1
Hatoon Shoaib,1
Patrick Solé,1
Catherine Cronin,1
Ji Chu Jiang,1
Burak Kantarcı,1
Sema Oktuğ,1
Tolga Soyata,1
John A. Miller,1
Hao Peng,1
Michael E. Cotterell,1
Erik Hermann,1
Najmeh Bazmohammadi,1
Ahmad Madary,1
Juan C. Vásquez,1
Hamid Baz Mohammadi,1
Baseem Khan,2
Ying Wu,1
Salam Mustafa Ashour,1
Yanwiyatono Yanwiyatono,1
Herman Bakir,1
Alina Oprea,2
Alie Jean Fordyce,1
Markus Christen,3
Bert Gordijn,3
Michele Loi,3
Manuel Woschank,1
Erwin Rauch,1
Helmut Zsifkovits,1
Yagmur Yigit,2
Mohamed Chahine Ghanem,2
Christos Chrysoulas,2
Naghmeh Moradpoor,1
Bander Ali Saleh Al‐rimy,4
Ting Tin Tin,2
Saad Altamimi,1
Sultan Noman Qasem,1
Faisal Saeed,4
Oluwadayo Mafolasere Olaniyi,1
Aras Bozkurt,4
Insung Jung,1
Junhong Xiao,2
Viviane Vladimirschi,1
Robert Schuwer,1
Gennady Egorov,1
Sarah Lambert,1
Maha Al‐Freih,1
Judith Pete,1
Jr. Don Olcott,1
Virgínia Rodés,1
Ignacio Aranciaga,1
Maha Bali,4
Abel V. Alvarez,1
Jennifer Roberts,1
Angelica Pazurek,2
Juliana Elisa Raffaghelli,3
Nikos Panagiotou,1
Perrine de Coëtlogon,1
Sadik Shahadu,1
"Brown, Mark",1
Tutaleni I. Asino,2
Josephine Tumwesige,1
Tzinti Ramírez Reyes,1
Emma Barrios Ipenza,1
Ebba Ossiannilsson,1
Melissa Bond,4
Kamel Belhamel,1
Valerie Irvine,1
"Sharma, Ramesh C",1
Taskeen Adam,1
Ben Janssen,1
Tatiana Sklyarova,1
Nicoleta Olcott,1
Alejandra Ambrosino,1
Chrysoula Lazou,1
Bertrand Mocquet,1
Mattias Mano,1
Michael Paskevicius,1
Joao Vitor Costa,1
Luciana Montera,1
Luciano Gonda,1
Leonardo Chaves de Carvalho,1
Marcelo Augusto Santos Turine,1
Camila Celeste Brandão Ferreira Ítavo,1
Ahmed Ismail,1
Hong‐Linh Truong,1
Wolfgang Kästner,1
Rajkumar Singh Rathore,2
Abdul Khader Jilani Saudagar,1
Muhammad Mateen Yaqoob,1
Muhammad Nazir,1
Abdullah Yousafzai,1
Sardar Khaliq uz Zaman,1
Yazeed Alkhrijah,1
R. Doriguzzi-Corin,1
S. Millar,1
S. Scott-Hayward,1
J. Martínez-del-Rincón,1
D. Siracusa,1
Pravik Solanki,1
John Grundy,2
Waqar Hussain,1
Daniele Miorandi,1
Sabrina Sicari,1
Francesco De Pellegrini,1
Imrich Chlamtac,1
Sarah Spiekermann,3
Rainer Böhme,2
Kai-Lung Hui,1
Joshua Teddy Ibibo,1
José María Cavanillas,1
Edward Curry,2
Wolfgang Wahlster,1
Omar Santos,8
Yannik Warnecke,1
Martin Kuhn,1
Felix Diederichs,1
Tobias Brix,1
Lena Clever,1
Ralph Bergmann,1
Dominik Heider,1
Michael Storck,1
Abdulrahman M. Al-Zahrani,1
Jaan Priisalu,1
Rain Ottis,1
Rui Chen,1
Ahmed Arafa,1
Haytham A. Sheerah,1
Shada Alsalamah,1
Qasem Abu Al‐Haija,4
Wejdan Abu Elhaija,1
Chao Wang,1
Jieyu Zhang,1
Nicholas Lassi,1
Xiaohan Zhang,1
Kukjin Choi,1
Jihun Yi,1
Changhwa Park,1
Sungroh Yoon,1
Rusmiyanto Rusmiyanto,1
Nining Huriati,1
Nining Fitriani,1
Novita Kusumaning Tyas,1
Agus Rofi’i,1
Mike Nurmalia Sari,1
Olalekan John Okesanya,2
Uthman Okikiola Adebayo,1
Ifeanyi Ngwoke,1
Abdulmajeed Opeyemi Agboola,1
Faith Ayobami Atewologun,1
Serah Bosede Ajayi,1
Noah Olabode Olaleke,1
Tolutope Adebimpe Oso,1
Don Eliseo Lucero‐Prisno,2
Dajun Du,1
Minggao Zhu,1
Xue Li,1
Minrui Fei,1
Siqi Bu,1
Lei Wu,1
Kang Li,1
Robert A. Bridges,1
Tarrah R. Glass-Vanderlan,1
Michael D. Iannacone,1
Maria S. Vincent,1
Qian Chen,1
Abhinandan Patil,1
Neha Singh,1
Lucía Puertas-Bravo,1
Luis Oswaldo Ordóñez Pineda,1
Nelson Piedra,1
Yuanhao Cui,1
Tony Xiao Han,1
Yonina C. Eldar,1
Stefano Buzzi,1
Divya Garikapati,1
Sneha Sudhir Shetiya,1
